iter	Passed	Remaining
1660	109398	28913
1661	109458	28846
1662	109517	28778
1663	109571	28709
1664	109631	28642
1665	109688	28574
1666	109761	28510
1667	109826	28444
1668	109892	28378
1669	109954	28311
1670	110013	28244
1671	110070	28175
1672	110130	28108
1673	110188	28040
1674	110248	27973
1675	110307	27906
1676	110364	27837
1677	110424	27770
1678	110485	27703
1679	110545	27636
1680	110606	27569
1681	110668	27502
1682	110726	27434
1683	110787	27367
1684	110850	27301
1685	110911	27234
1686	110969	27166
1687	111046	27103
1688	111108	27037
1689	111172	26970
1690	111230	26903
1691	111292	26836
1692	111358	26770
1693	111424	26705
1694	111483	26637
1695	111554	26573
1696	111646	26513
1697	111718	26449
1698	111790	26384
1699	111857	26319
1700	111928	26254
1701	112026	26196
1702	112119	26137
1703	112214	26077
1704	112277	26011
1705	112337	25944
1706	112404	25878
1707	112465	25811
1708	112527	25745
1709	112596	25679
1710	112662	25614
1711	112722	25546
1712	112796	25482
1713	112880	25421
1714	112960	25358
1715	113043	25296
1716	113117	25232
1717	113185	25167
1718	113248	25100
1719	113307	25032
1720	113364	24965
1721	113425	24898
1722	113494	24833
1723	113563	24767
1724	113616	24699
1725	113671	24631
1726	113729	24563
1727	113789	24496
1728	113851	24429
1729	113915	24363
1730	113972	24295
1731	114033	24228
1732	114092	24161
1733	114206	24105
1734	114320	24050
1735	114389	23984
1736	114463	23920
1737	114525	23853
1738	114585	23786
1739	114642	23719
1740	114704	23652
1741	114758	23584
1742	114825	23518
1743	114883	23451
1744	114938	23382
1745	114998	23315
1746	115052	23247
1747	115111	23180
1748	115168	23112
1749	115227	23045
1750	115285	22978
1751	115344	22910
1752	115398	22842
1753	115453	22774
1754	115509	22706
1755	115567	22639
1756	115642	22575
1757	115716	22511
1758	115794	22447
1759	115867	22383
1760	115939	22318
1761	116009	22253
1762	116073	22187
1763	116144	22122
1764	116234	22061
1765	116311	21997
1766	116384	21933
1767	116454	21868
1768	116528	21803
1769	116612	21741
1770	116690	21677
1771	116761	21612
1772	116830	21547
1773	116907	21483
1774	116979	21418
1775	117053	21354
1776	117132	21290
1777	117204	21226
1778	117274	21160
1779	117348	21096
1780	117427	21032
1781	117620	20989
1782	117776	20939
1783	117969	20895
1784	118098	20840
1785	118265	20792
1786	118389	20736
1787	118485	20675
1788	118562	20610
1789	118631	20545
1790	118704	20480
1791	118773	20414
1792	118850	20349
1793	118921	20284
1794	119013	20222
1795	119112	20161
1796	119244	20106
1797	119353	20047
1798	119442	19984
1799	119523	19920
1800	119606	19856
1801	119710	19796
1802	119802	19734
1803	119894	19672
1804	119964	19606
1805	120035	19540
1806	120108	19475
1807	120185	19410
1808	120255	19344
1809	120325	19278
1810	120394	19212
1811	120472	19148
1812	120557	19084
1813	120660	19023
1814	120776	18964
1815	120877	18903
1816	120973	18841
1817	121066	18779
1818	121153	18715
1819	121220	18649
1820	121293	18583
1821	121363	18517
1822	121430	18451
1823	121499	18384
1824	121575	18319
1825	121651	18254
1826	121723	18188
1827	121790	18121
1828	121859	18055
1829	121934	17990
1830	122007	17924
1831	122075	17858
1832	122150	17792
1833	122220	17726
1834	122293	17660
1835	122375	17596
1836	122467	17533
1837	122549	17468
1838	122628	17404
1839	122716	17340
1840	122797	17275
1841	122882	17211
1842	122959	17146
1843	123034	17080
1844	123108	17015
1845	123182	16949
1846	123248	16882
1847	123322	16816
1848	123399	16751
1849	123476	16685
1850	123541	16619
1851	123602	16551
1852	123664	16484
1853	123719	16415
1854	123774	16347
1855	123832	16279
1856	123889	16211
1857	123944	16143
1858	123996	16074
1859	124050	16006
1860	124107	15938
1861	124162	15870
1862	124218	15802
1863	124275	15734
1864	124330	15666
1865	124385	15598
1866	124442	15530
1867	124496	15462
1868	124548	15393
1869	124605	15325
1870	124661	15257
1871	124717	15189
1872	124771	15121
1873	124824	15053
1874	124876	14985
1875	124932	14917
1876	124987	14849
1877	125043	14781
1878	125099	14713
1879	125155	14645
1880	125211	14578
1881	125267	14510
1882	125323	14442
1883	125378	14374
1884	125432	14306
1885	125489	14238
1886	125543	14171
1887	125603	14103
1888	125655	14035
1889	125709	13967
1890	125761	13899
1891	125813	13831
1892	125867	13763
1893	125923	13696
1894	125979	13628
1895	126033	13560
1896	126090	13493
1897	126145	13425
1898	126202	13357
1899	126256	13290
1900	126310	13222
1901	126364	13154
1902	126420	13087
1903	126474	13019
1904	126531	12951
1905	126585	12884
1906	126644	12817
1907	126718	12751
1908	126788	12685
1909	126857	12619
1910	126927	12553
1911	126997	12487
1912	127067	12421
1913	127138	12355
1914	127209	12289
1915	127285	12223
1916	127354	12157
1917	127417	12090
1918	127482	12024
1919	127549	11957
1920	127611	11890
1921	127668	11823
1922	127734	11757
1923	127803	11690
1924	127872	11624
1925	127944	11558
1926	128016	11492
1927	128086	11426
1928	128145	11359
1929	128202	11292
1930	128270	11226
1931	128343	11160
1932	128407	11093
1933	128462	11026
1934	128517	10958
1935	128571	10891
1936	128638	10825
1937	128713	10759
1938	128780	10692
1939	128846	10626
1940	128910	10559
1941	128977	10493
1942	129044	10427
1943	129105	10360
1944	129168	10293
1945	129239	10227
1946	129310	10161
1947	129386	10095
1948	129444	10028
1949	129494	9961
1950	129560	9894
1951	129620	9827
1952	129678	9760
1953	129746	9694
1954	129819	9628
1955	129889	9562
1956	129957	9496
1957	130035	9430
1958	130100	9364
1959	130172	9298
1960	130234	9231
1961	130305	9165
1962	130373	9098
1963	130440	9032
1964	130511	8966
1965	130593	8901
1966	130664	8834
1967	130738	8769
1968	130794	8701
1969	130848	8634
1970	130906	8567
1971	130970	8501
1972	131042	8435
1973	131115	8369
1974	131186	8302
1975	131250	8236
1976	131308	8169
1977	131364	8102
1978	131422	8035
1979	131479	7968
1980	131531	7901
1981	131588	7834
1982	131642	7767
1983	131695	7699
1984	131750	7632
1985	131804	7565
1986	131856	7498
1987	131912	7431
1988	131965	7364
1989	132020	7297
1990	132075	7230
1991	132134	7163
1992	132187	7096
1993	132243	7030
1994	132300	6963
1995	132358	6896
1996	132415	6829
1997	132469	6762
1998	132523	6695
1999	132578	6628
2000	132632	6562
2001	132689	6495
2002	132756	6429
2003	132822	6362
2004	132891	6296
2005	132954	6230
2006	133010	6163
2007	133064	6096
2008	133118	6029
2009	133170	5962
2010	133225	5896
2011	133281	5829
2012	133336	5762
2013	133392	5695
2014	133446	5629
2015	133501	5562
2016	133556	5495
2017	133609	5429
2018	133665	5362
2019	133722	5295
2020	133779	5229
2021	133837	5162
2022	133892	5096
2023	133944	5029
2024	134002	4963
2025	134054	4896
2026	134108	4829
2027	134164	4763
2028	134221	4696
2029	134275	4630
2030	134332	4563
2031	134389	4497
2032	134446	4430
2033	134502	4364
2034	134558	4297
2035	134613	4231
2036	134667	4164
2037	134723	4098
2038	134781	4032
2039	134842	3965
2040	134900	3899
2041	134959	3833
2042	135017	3767
2043	135076	3700
2044	135135	3634
2045	135192	3568
2046	135254	3501
2047	135309	3435
2048	135366	3369
2049	135424	3303
2050	135480	3236
2051	135536	3170
2052	135594	3104
2053	135652	3037
2054	135710	2971
2055	135766	2905
2056	135824	2839
2057	135882	2773
2058	135942	2706
2059	136001	2640
2060	136063	2574
2061	136117	2508
2062	136170	2442
2063	136223	2375
2064	136278	2309
2065	136333	2243
2066	136388	2177
2067	136451	2111
2068	136507	2045
2069	136562	1979
2070	136617	1913
2071	136676	1846
2072	136740	1780
2073	136800	1714
2074	136857	1648
2075	136912	1582
2076	136969	1516
2077	137023	1450
2078	137076	1384
2079	137131	1318
2080	137186	1252
2081	137240	1186
2082	137291	1120
2083	137345	1054
2084	137400	988
2085	137456	922
2086	137512	856
2087	137566	790
2088	137620	724
2089	137677	658
2090	137729	592
2091	137786	526
2092	137840	461
2093	137895	395
2094	137946	329
2095	138003	263
2096	138055	197
2097	138113	131
2098	138171	65
2099	138234	0
