iter	Accuracy	MultiClass
1721	0.8776430976	0.328751908
1722	0.8776430976	0.3286682486
1723	0.8777441077	0.328617117
1724	0.8777272727	0.3285588015
1725	0.8778956229	0.3284414591
1726	0.8778956229	0.3283599689
1727	0.877962963	0.3283157032
1728	0.877962963	0.3282626491
1729	0.8779461279	0.3282012008
1730	0.8779124579	0.328156101
1731	0.8778787879	0.328135926
1732	0.8778619529	0.328084678
1733	0.8777946128	0.3280297654
1734	0.8778619529	0.3279734247
1735	0.878030303	0.3279016677
1736	0.877996633	0.3278551963
1737	0.878013468	0.3278131912
1738	0.8780808081	0.3277626934
1739	0.8781313131	0.3276994629
1740	0.8781144781	0.3276492359
1741	0.878047138	0.3275574637
1742	0.8780639731	0.3275228153
1743	0.8781144781	0.3274814998
1744	0.8781481481	0.3274056566
1745	0.8780976431	0.3273533183
1746	0.8781313131	0.3273249031
1747	0.8780808081	0.327275733
1748	0.8781481481	0.327200998
1749	0.8781481481	0.3271252425
1750	0.8781481481	0.3270457526
1751	0.8782154882	0.3269741631
1752	0.8783164983	0.3269217318
1753	0.8782828283	0.3268688599
1754	0.8783670034	0.3268047814
1755	0.8784175084	0.3267440803
1756	0.8784848485	0.3266705781
1757	0.8785185185	0.3266512956
1758	0.8785858586	0.3265720944
1759	0.8786195286	0.3265315819
1760	0.8786195286	0.3264808614
1761	0.8786363636	0.3264408229
1762	0.8786195286	0.3263942262
1763	0.8786363636	0.326321881
1764	0.8786195286	0.3262828223
1765	0.8786195286	0.3262142095
1766	0.8785521886	0.3261266253
1767	0.8786026936	0.3260523205
1768	0.8785858586	0.3259868874
1769	0.8786026936	0.3259485913
1770	0.8786195286	0.325911156
1771	0.8785521886	0.3258163245
1772	0.8785690236	0.325765121
1773	0.8786700337	0.325690956
1774	0.8787373737	0.325631359
1775	0.8786531987	0.3255140266
1776	0.8787710438	0.3254716399
1777	0.8787878788	0.3254127798
1778	0.8787710438	0.3253665682
1779	0.8787878788	0.3253014996
1780	0.8787205387	0.325256344
1781	0.8786363636	0.325187505
1782	0.8787205387	0.3250997545
1783	0.8787205387	0.3250249507
1784	0.8787205387	0.3249628474
1785	0.8787205387	0.3249345525
1786	0.8787205387	0.3248656264
1787	0.8788215488	0.3248234108
1788	0.8787878788	0.3247373127
1789	0.8788047138	0.3246911411
1790	0.8788888889	0.3246004068
1791	0.878973064	0.324527449
1792	0.8789393939	0.3244873082
1793	0.879040404	0.3244509014
1794	0.878989899	0.324400506
1795	0.8790572391	0.3243430982
1796	0.8790572391	0.324248524
1797	0.8790572391	0.3241863726
1798	0.879040404	0.3241378724
1799	0.8790572391	0.3240759214
1800	0.8791077441	0.3240184999
1801	0.8791414141	0.3239512587
1802	0.8791582492	0.3239052668
1803	0.8791245791	0.3238530868
1804	0.8792424242	0.3238094069
1805	0.8792255892	0.3237794188
1806	0.8792929293	0.3237173686
1807	0.8792929293	0.3236862782
1808	0.8793097643	0.3236341053
1809	0.8792760943	0.3235981655
1810	0.8792592593	0.3235452394
1811	0.8792424242	0.3235153281
1812	0.8792760943	0.3234911805
1813	0.8792760943	0.3234079207
1814	0.8793602694	0.3233733561
1815	0.8793771044	0.3233540388
1816	0.8793771044	0.3232865118
1817	0.8793771044	0.3232210164
1818	0.8794276094	0.3231742612
1819	0.8795454545	0.3231178579
1820	0.8795791246	0.3230164106
1821	0.8795959596	0.3229493256
1822	0.8796464646	0.3228782082
1823	0.8796632997	0.3227970218
1824	0.8796464646	0.3227243916
1825	0.8797474747	0.3226347193
1826	0.8797306397	0.3225865344
1827	0.8798484848	0.3225437237
1828	0.8798148148	0.3225138926
1829	0.8798316498	0.3224674228
1830	0.88003367	0.3223901521
1831	0.88003367	0.3223521943
1832	0.8800673401	0.3223333424
1833	0.8801346801	0.322282231
1834	0.8801010101	0.3221957139
1835	0.8801178451	0.3221209204
1836	0.8801851852	0.3220703259
1837	0.8801683502	0.3220270806
1838	0.8801515152	0.3220087558
1839	0.8802188552	0.3219429675
1840	0.8802020202	0.3219278629
1841	0.8802188552	0.3218828596
1842	0.8802188552	0.3217992168
1843	0.8802693603	0.3217467161
1844	0.8802861953	0.3217002401
1845	0.8802693603	0.3216441667
1846	0.8803198653	0.3216218127
1847	0.8803535354	0.3215776444
1848	0.8803535354	0.321502974
1849	0.8803198653	0.3214662016
1850	0.8803535354	0.3214175163
1851	0.8803703704	0.3213748234
1852	0.8804713805	0.3212754789
1853	0.8804882155	0.3212320072
1854	0.8805387205	0.3211898939
1855	0.8805218855	0.3211509598
1856	0.8806060606	0.3210621545
1857	0.8806228956	0.3209881051
1858	0.8806902357	0.3209245029
1859	0.8806902357	0.3208741493
1860	0.8807239057	0.3208331545
1861	0.8807575758	0.3207868127
1862	0.8807407407	0.320750511
1863	0.8808249158	0.3206805998
1864	0.8808080808	0.3206650975
1865	0.8809259259	0.3206137436
1866	0.8809090909	0.32054634
1867	0.8809427609	0.3205022823
1868	0.8809090909	0.3204739704
1869	0.880976431	0.3204447927
1870	0.8809259259	0.3203958792
1871	0.8809259259	0.3203519164
1872	0.881043771	0.3202955307
1873	0.881043771	0.3202588147
1874	0.8810942761	0.3201986168
1875	0.8811111111	0.3201554271
1876	0.8810774411	0.3201270964
1877	0.8811111111	0.3201085715
1878	0.8811111111	0.3200581556
1879	0.8811279461	0.3200139869
1880	0.8812289562	0.319944136
1881	0.8813804714	0.3198756828
1882	0.8813636364	0.3198112352
1883	0.8813131313	0.3197906962
1884	0.8813299663	0.3197159667
1885	0.8813299663	0.3196564368
1886	0.8813299663	0.3196396387
1887	0.8814309764	0.3195769486
1888	0.8814141414	0.3195334038
1889	0.8814646465	0.3194902561
1890	0.8815151515	0.3194334182
1891	0.8815488215	0.3193625825
1892	0.8814478114	0.3192970572
1893	0.8813636364	0.3192128177
1894	0.8813636364	0.3191708532
1895	0.8814309764	0.3191192501
1896	0.8814141414	0.3190874933
1897	0.8814983165	0.3190416188
1898	0.8814983165	0.3189868437
1899	0.8815319865	0.3189530288
1900	0.8815656566	0.3189179149
1901	0.8816161616	0.3188348314
1902	0.8817508418	0.3187778268
1903	0.8818181818	0.3187361511
1904	0.8818350168	0.3186509756
1905	0.8818350168	0.3186140527
1906	0.8818350168	0.3185653493
1907	0.8818518519	0.3185063692
1908	0.8818686869	0.3184564276
1909	0.8819023569	0.3183975161
1910	0.881986532	0.3183653728
1911	0.882020202	0.3183089439
1912	0.882003367	0.3182155568
1913	0.882037037	0.3181786723
1914	0.8822053872	0.3180508382
1915	0.8821548822	0.3180005005
1916	0.8822727273	0.317931669
1917	0.8822895623	0.3179076397
1918	0.8822727273	0.3178808431
1919	0.8822390572	0.317830801
1920	0.8822727273	0.3177654184
1921	0.8822727273	0.3177106558
1922	0.8823569024	0.3176409236
1923	0.8823400673	0.317595834
1924	0.8823232323	0.3175826801
1925	0.8823232323	0.3175470501
1926	0.8823737374	0.3175005059
1927	0.8823569024	0.3174722875
1928	0.8823569024	0.3174341792
1929	0.8823905724	0.3173905995
1930	0.8823905724	0.3173369124
1931	0.8825589226	0.3172604551
1932	0.8825925926	0.3172063672
1933	0.8826262626	0.3171476765
1934	0.8826430976	0.3170590807
1935	0.8826599327	0.3170350503
1936	0.8826936027	0.3169823633
1937	0.8826767677	0.3169440028
1938	0.8827104377	0.3169201725
1939	0.8827104377	0.3168249385
1940	0.8825757576	0.3167893775
1941	0.8826430976	0.3167555192
1942	0.8827272727	0.3166973026
1943	0.8827777778	0.3166261852
1944	0.8827104377	0.3165932461
1945	0.8828114478	0.3165291755
1946	0.8827441077	0.3164781767
1947	0.8827946128	0.3164217174
1948	0.8828114478	0.316382658
1949	0.8828451178	0.3163579548
1950	0.8828956229	0.3163235381
1951	0.8828451178	0.3163094424
1952	0.8828282828	0.3162797669
1953	0.8828787879	0.3162238315
1954	0.882962963	0.3161402936
1955	0.882962963	0.3161085053
1956	0.882979798	0.3160157565
1957	0.8830639731	0.3159697373
1958	0.8831313131	0.3159336038
1959	0.8831144781	0.3158760038
1960	0.883047138	0.3158320328
1961	0.883047138	0.3158132012
1962	0.8829124579	0.3157245137
1963	0.8831144781	0.3156447928
1964	0.8831649832	0.315596977
1965	0.8831481481	0.3155416605
1966	0.8831649832	0.3154986358
1967	0.8832154882	0.3154287723
1968	0.8832323232	0.3153764102
1969	0.8832323232	0.3153313536
1970	0.8832828283	0.315266246
1971	0.8832828283	0.315199541
1972	0.8833670034	0.3151390015
1973	0.8834006734	0.3150713382
1974	0.8834175084	0.3150195723
1975	0.8835185185	0.3149754397
1976	0.8835185185	0.3149057458
1977	0.8835353535	0.3148483196
1978	0.8836026936	0.3147781828
1979	0.8835185185	0.3147516435
1980	0.8836700337	0.3146882213
1981	0.8836700337	0.3146416782
1982	0.8836195286	0.3145889124
1983	0.8836026936	0.3145446732
1984	0.8835858586	0.3144848369
1985	0.8836026936	0.3144300774
1986	0.8836195286	0.3143858712
1987	0.8836195286	0.3143454133
1988	0.8836700337	0.3142685667
1989	0.8838552189	0.3142121429
1990	0.884006734	0.3141581107
1991	0.883956229	0.3141054957
1992	0.884023569	0.3140335289
1993	0.8840572391	0.3139956604
1994	0.8840909091	0.3139711089
1995	0.8840909091	0.3139499642
1996	0.8841414141	0.3138977606
1997	0.8841245791	0.3138412652
1998	0.8841077441	0.3137968304
1999	0.8840909091	0.3137692747
2000	0.8841077441	0.313697626
2001	0.8840740741	0.3136609158
2002	0.8841919192	0.3136193902
2003	0.8841750842	0.3135582245
2004	0.8841582492	0.3135259794
2005	0.8841750842	0.3134552176
2006	0.8841245791	0.3134040385
2007	0.8842087542	0.3133695279
2008	0.8842255892	0.3133163416
2009	0.8842087542	0.3132689109
2010	0.8843097643	0.3131953422
2011	0.8843434343	0.313108999
2012	0.8843434343	0.3130653834
2013	0.8843434343	0.3130274499
2014	0.8843939394	0.3130144323
2015	0.8844107744	0.3129852883
2016	0.8844107744	0.3129682969
2017	0.8843771044	0.3129133827
2018	0.8843939394	0.3128887392
2019	0.8844107744	0.3128413194
2020	0.8843939394	0.3128054353
2021	0.8844107744	0.312780685
2022	0.8844276094	0.312751757
2023	0.8843939394	0.3126854934
2024	0.8844276094	0.3126108067
2025	0.8844612795	0.3125822008
2026	0.8845117845	0.3125031354
2027	0.8845791246	0.3124394968
2028	0.8846632997	0.3124000774
2029	0.8846632997	0.3123462081
2030	0.8847138047	0.3123232674
2031	0.8847643098	0.3122522392
2032	0.8848148148	0.3121888133
2033	0.8848148148	0.3121527232
2034	0.8848484848	0.3121258806
2035	0.8848653199	0.3120747346
2036	0.8849494949	0.312016028
2037	0.884983165	0.3119900039
2038	0.8850841751	0.3119254088
2039	0.8851683502	0.3118710448
2040	0.8852693603	0.3118209369
2041	0.8853030303	0.3117424898
2042	0.8853872054	0.3116797097
2043	0.8854040404	0.3116080471
2044	0.8854377104	0.311541243
2045	0.8855050505	0.3114937293
2046	0.8855218855	0.3114246597
2047	0.8854882155	0.3113868139
2048	0.8855555556	0.3113535843
2049	0.8855387205	0.3112860826
2050	0.8856060606	0.3112125828
2051	0.8856060606	0.311164758
2052	0.8856565657	0.3110899603
2053	0.8856902357	0.3110036122
2054	0.8856060606	0.3109651921
2055	0.8856565657	0.310905816
2056	0.8857070707	0.3108533756
2057	0.8857575758	0.3108058708
2058	0.8858080808	0.3107495943
2059	0.8858754209	0.3107126267
2060	0.8858754209	0.3106401593
2061	0.8858922559	0.3105704612
2062	0.8858754209	0.3105257997
2063	0.885959596	0.3104259235
2064	0.886010101	0.31037964
2065	0.8860606061	0.3103046902
2066	0.886043771	0.3102489967
2067	0.8860942761	0.3101854995
2068	0.8861279461	0.31013005
2069	0.8861952862	0.3100337975
2070	0.8862121212	0.3099914052
2071	0.8861952862	0.3099209479
2072	0.8862962963	0.309874722
2073	0.8862794613	0.3098289322
2074	0.8863299663	0.3097934138
2075	0.8862962963	0.3097225593
2076	0.8862962963	0.3096768562
2077	0.8863131313	0.3096430407
2078	0.8863299663	0.3095735418
2079	0.8864478114	0.3095343775
2080	0.8863973064	0.3094675875
2081	0.8865151515	0.3094088181
2082	0.8865488215	0.3093755679
2083	0.8865824916	0.3093532146
2084	0.8865319865	0.3093023168
2085	0.8865319865	0.3092811011
2086	0.8864983165	0.3092489427
2087	0.8865151515	0.3091913637
2088	0.8864983165	0.3091507312
2089	0.8865993266	0.3090989268
2090	0.8865319865	0.3090546597
2091	0.8865824916	0.3089922896
2092	0.8866835017	0.3089362875
2093	0.8866666667	0.3088776257
2094	0.8867508418	0.3088329439
2095	0.8868518519	0.3087777123
2096	0.8869023569	0.3087083022
2097	0.8868350168	0.3086374285
2098	0.886969697	0.3085869069
2099	0.886986532	0.3085156997
