iter	Accuracy	MultiClass
882	0.8452356902	0.3957150747
883	0.8452188552	0.3956142798
884	0.8452188552	0.3955372815
885	0.8453535354	0.3954303748
886	0.8455387205	0.3953099191
887	0.8455050505	0.3952152747
888	0.8455555556	0.395093167
889	0.8455892256	0.3948867244
890	0.8456397306	0.3948220653
891	0.8458080808	0.3947124967
892	0.8458417508	0.3946775629
893	0.8459259259	0.3946045099
894	0.8459259259	0.3945057995
895	0.846043771	0.3943936897
896	0.8461616162	0.3942490804
897	0.8461111111	0.3941710505
898	0.8461111111	0.3940679412
899	0.8461111111	0.3939845995
900	0.8462457912	0.3938951135
901	0.8464309764	0.3937923784
902	0.8464814815	0.3936673506
903	0.8465656566	0.3935257709
904	0.8466329966	0.3933977783
905	0.8466666667	0.3933060458
906	0.8467171717	0.3931537456
907	0.8468518519	0.3930685117
908	0.846986532	0.3928058892
909	0.847020202	0.392721769
910	0.8471548822	0.3926393392
911	0.8472390572	0.3925077299
912	0.8472727273	0.3924711054
913	0.847020202	0.3923448657
914	0.8471043771	0.3921869926
915	0.8471885522	0.3920720975
916	0.8472390572	0.3919250943
917	0.8472222222	0.3918267829
918	0.8472390572	0.391722526
919	0.8472895623	0.3916707369
920	0.8475925926	0.3915246015
921	0.8476094276	0.3913628235
922	0.8476094276	0.3912604274
923	0.8477441077	0.3912094871
924	0.8477441077	0.3910783275
925	0.8477777778	0.3909539991
926	0.847979798	0.3908675078
927	0.847996633	0.3907960231
928	0.848013468	0.3907666182
929	0.848047138	0.39066978
930	0.848013468	0.3905860518
931	0.8480639731	0.390495181
932	0.848030303	0.3904322465
933	0.8481144781	0.3903574128
934	0.8480808081	0.3902876129
935	0.8480808081	0.3901708861
936	0.8481144781	0.3901039403
937	0.8482659933	0.3900010084
938	0.8483164983	0.3898811344
939	0.8483164983	0.3897572217
940	0.8484006734	0.3896921454
941	0.8484680135	0.3896427974
942	0.8484680135	0.3895350293
943	0.8485016835	0.3893686515
944	0.8485690236	0.3892280927
945	0.8486363636	0.3890949223
946	0.8487205387	0.3890390576
947	0.8487205387	0.3890254363
948	0.8487373737	0.3889079591
949	0.8486700337	0.3887927853
950	0.8487542088	0.3887293105
951	0.8489057239	0.3885443718
952	0.8489393939	0.3884703229
953	0.848956229	0.388376203
954	0.849006734	0.3882866598
955	0.8490909091	0.3881978483
956	0.8491582492	0.3880278204
957	0.8492929293	0.3879342916
958	0.8493771044	0.3878422403
959	0.8494276094	0.3877216118
960	0.8495117845	0.3876495912
961	0.8495791246	0.387584617
962	0.8496801347	0.3874469323
963	0.8496969697	0.3873070453
964	0.8497306397	0.3872050717
965	0.8498148148	0.3871091684
966	0.8498148148	0.3870046651
967	0.8499326599	0.3868980164
968	0.8499326599	0.3868001528
969	0.8498989899	0.3866750474
970	0.85	0.386546108
971	0.8501346801	0.3864421064
972	0.8501178451	0.386339009
973	0.8501178451	0.386190094
974	0.8502525253	0.386095791
975	0.8503198653	0.3860194073
976	0.8503535354	0.3859882369
977	0.8503367003	0.3858832478
978	0.8505218855	0.38579937
979	0.8505387205	0.3857349314
980	0.8505723906	0.3856690886
981	0.8505892256	0.3855977587
982	0.8507407407	0.3854354441
983	0.8507070707	0.3853582974
984	0.8507407407	0.3852861453
985	0.8508585859	0.3852007035
986	0.8508080808	0.3851439084
987	0.8508585859	0.3851134578
988	0.8508585859	0.3849913028
989	0.850976431	0.3849352559
990	0.8511616162	0.3848102398
991	0.8511616162	0.3847719292
992	0.8511279461	0.3847092383
993	0.8511111111	0.3845397865
994	0.8511447811	0.3844622638
995	0.8510942761	0.3843545524
996	0.8511952862	0.3842929149
997	0.8512794613	0.3842062309
998	0.8513636364	0.384102635
999	0.8515151515	0.3839533949
1000	0.8515319865	0.3838130662
1001	0.8515319865	0.3837539709
1002	0.8516161616	0.3836771216
1003	0.8515824916	0.3835568433
1004	0.8517340067	0.3834220057
1005	0.8518181818	0.3833556805
1006	0.8517845118	0.3832321017
1007	0.852020202	0.3831252193
1008	0.852037037	0.3830401259
1009	0.851986532	0.3829390976
1010	0.852020202	0.3828381325
1011	0.8519360269	0.3827962191
1012	0.852020202	0.3827484966
1013	0.8521043771	0.3826488496
1014	0.8520875421	0.3825416186
1015	0.8521885522	0.3824293333
1016	0.8522895623	0.3823104492
1017	0.8523905724	0.3822187117
1018	0.8525084175	0.3821171246
1019	0.8525925926	0.3820341098
1020	0.8525252525	0.3819507754
1021	0.8525757576	0.3818672181
1022	0.8526094276	0.3818381829
1023	0.8526430976	0.3818028403
1024	0.8527946128	0.3817269129
1025	0.8527946128	0.3816570471
1026	0.8527777778	0.3815516762
1027	0.8528451178	0.3814714217
1028	0.8528619529	0.3813616812
1029	0.8528451178	0.3812832787
1030	0.8528619529	0.3812027931
1031	0.852962963	0.3810050766
1032	0.853030303	0.3808854402
1033	0.8529461279	0.3807889739
1034	0.853030303	0.380713462
1035	0.8530976431	0.3806627294
1036	0.8531144781	0.3805789107
1037	0.8532154882	0.3804564119
1038	0.8532323232	0.3804227672
1039	0.8532659933	0.3803771464
1040	0.8532323232	0.3803170198
1041	0.8531649832	0.3802255832
1042	0.8531144781	0.3801407916
1043	0.8531313131	0.3800415875
1044	0.8531649832	0.3800088903
1045	0.8531818182	0.3799151618
1046	0.8532323232	0.3797918819
1047	0.8533164983	0.3796838484
1048	0.8533333333	0.3796294624
1049	0.8534511785	0.3795644024
1050	0.8534511785	0.3794350349
1051	0.8534511785	0.3793483737
1052	0.8534848485	0.3792051751
1053	0.8534680135	0.3791584017
1054	0.8535016835	0.3790890291
1055	0.8534511785	0.3790243817
1056	0.8534680135	0.3789552532
1057	0.8535353535	0.3789003883
1058	0.8536700337	0.3787963001
1059	0.8536363636	0.3786918537
1060	0.8535690236	0.3786130378
1061	0.8535690236	0.3785371105
1062	0.8538888889	0.3784094764
1063	0.8538552189	0.3783475419
1064	0.8538720539	0.3782589133
1065	0.8538383838	0.378212009
1066	0.8538888889	0.3781445992
1067	0.854006734	0.3780281475
1068	0.8540909091	0.3778957288
1069	0.8541919192	0.3777562731
1070	0.8541919192	0.3776363141
1071	0.8541414141	0.3775576316
1072	0.8542255892	0.3774304237
1073	0.8542424242	0.3773869373
1074	0.8543771044	0.3772910902
1075	0.8543771044	0.3772272362
1076	0.8543939394	0.377156078
1077	0.8544276094	0.3770415964
1078	0.8543097643	0.3769814561
1079	0.8542929293	0.3768728579
1080	0.8543602694	0.3768269482
1081	0.8543602694	0.3767685557
1082	0.8543602694	0.3766903918
1083	0.8545286195	0.376515944
1084	0.8546632997	0.3763751195
1085	0.8546632997	0.3762396434
1086	0.8547474747	0.3760939904
1087	0.8549494949	0.3759910478
1088	0.855016835	0.3759190464
1089	0.8551010101	0.3758097925
1090	0.8551851852	0.3757198082
1091	0.8553198653	0.3755895952
1092	0.8554208754	0.3754970665
1093	0.8554545455	0.3754153845
1094	0.8556902357	0.3752387934
1095	0.8557070707	0.3751687805
1096	0.8557239057	0.3750869216
1097	0.8558249158	0.3749733783
1098	0.8557744108	0.3748555092
1099	0.8558585859	0.374790303
1100	0.8558249158	0.3747306244
1101	0.8559427609	0.3746654571
1102	0.855976431	0.3746013354
1103	0.856026936	0.3745515898
1104	0.855959596	0.3744407246
1105	0.8559090909	0.3743509908
1106	0.8559427609	0.3742545912
1107	0.855976431	0.3742265936
1108	0.8560942761	0.3741323938
1109	0.8561447811	0.3740063875
1110	0.8561279461	0.3739550691
1111	0.8560774411	0.3739376251
1112	0.8561447811	0.3738071259
1113	0.8562962963	0.3736712811
1114	0.8562626263	0.3735640707
1115	0.8563804714	0.3733961834
1116	0.8564141414	0.3733444375
1117	0.8565151515	0.3732616772
1118	0.8565151515	0.3732160402
1119	0.8565656566	0.3731728547
1120	0.8565488215	0.3730170427
1121	0.8566498316	0.3729053721
1122	0.8565656566	0.3727680187
1123	0.8565824916	0.3726898479
1124	0.8566161616	0.3726565101
1125	0.8566161616	0.3725717069
1126	0.8566498316	0.3725177946
1127	0.8567340067	0.3724070239
1128	0.8567171717	0.3723587865
1129	0.8567003367	0.3722553665
1130	0.8567171717	0.3721890011
1131	0.8567171717	0.3721220837
1132	0.8568013468	0.3720421346
1133	0.8568350168	0.3719635501
1134	0.8568181818	0.3718712717
1135	0.8568518519	0.371807497
1136	0.8569191919	0.3717441767
1137	0.856969697	0.371569607
1138	0.856952862	0.3715199316
1139	0.856986532	0.371443278
1140	0.857020202	0.3713639952
1141	0.8570538721	0.371212769
1142	0.8571380471	0.3710554419
1143	0.8572558923	0.3709864256
1144	0.8573400673	0.3709304053
1145	0.8573232323	0.3707736262
1146	0.8573400673	0.3706887365
1147	0.8574410774	0.3705562426
1148	0.8574242424	0.3704383549
1149	0.8574747475	0.3703475749
1150	0.8575589226	0.3702668078
1151	0.8576262626	0.3701942604
1152	0.8577272727	0.3700900515
1153	0.8577272727	0.3699750348
1154	0.8577104377	0.3698933288
1155	0.8576767677	0.3697325195
1156	0.8577946128	0.3696635409
1157	0.8578619529	0.3695643225
1158	0.8579124579	0.369494018
1159	0.858013468	0.3693763548
1160	0.858047138	0.3693139239
1161	0.8581313131	0.369261546
1162	0.8581481481	0.3692192601
1163	0.8581313131	0.3691266142
1164	0.8581481481	0.3690879689
1165	0.8582154882	0.3690331608
1166	0.8582323232	0.3689778271
1167	0.8581313131	0.3688092895
1168	0.8581649832	0.3687873762
1169	0.8582323232	0.3687545856
1170	0.8582154882	0.368650033
1171	0.8584175084	0.3685325527
1172	0.8583333333	0.3684433875
1173	0.8584175084	0.3682837152
1174	0.8586026936	0.3681648844
1175	0.8587542088	0.3680624013
1176	0.8586363636	0.3679714468
1177	0.8587205387	0.3678871335
1178	0.8589057239	0.3678147969
1179	0.8589393939	0.3677760765
1180	0.8588383838	0.3676504185
1181	0.8588215488	0.3675668431
1182	0.8588383838	0.3674668123
1183	0.8589057239	0.3673845178
1184	0.8589225589	0.3672975874
1185	0.858973064	0.3672668375
1186	0.8589225589	0.367201377
1187	0.858989899	0.3671495724
1188	0.8590572391	0.3670161378
1189	0.8591245791	0.3669506206
1190	0.8591750842	0.3669071143
1191	0.8592255892	0.36680441
1192	0.8594107744	0.3666731763
1193	0.8594276094	0.3665464518
1194	0.8594444444	0.3664707697
1195	0.8595117845	0.3663206762
1196	0.8595286195	0.3661996359
1197	0.8596296296	0.3660922269
1198	0.8597474747	0.3660347401
1199	0.8597474747	0.3659771523
1200	0.8597138047	0.3658553625
1201	0.8596632997	0.3657079951
1202	0.8596801347	0.3656827914
1203	0.8596127946	0.3656422679
1204	0.8596127946	0.3655643582
1205	0.8596296296	0.3654871685
1206	0.8597979798	0.3653243607
1207	0.8598653199	0.3652451178
1208	0.8598484848	0.3651963075
1209	0.8598148148	0.3651292824
1210	0.8598148148	0.3650622069
1211	0.8599326599	0.3649662261
1212	0.86	0.364895662
1213	0.860016835	0.3648365319
1214	0.86003367	0.3647888097
1215	0.8601346801	0.3646974916
1216	0.8602020202	0.3646355662
1217	0.8602525253	0.3645294519
1218	0.8602525253	0.3643993862
1219	0.8603198653	0.3642848636
1220	0.8603872054	0.3641771693
1221	0.8605218855	0.3640895765
1222	0.8606397306	0.3639723489
1223	0.8605555556	0.3638908712
1224	0.8605555556	0.3638152403
1225	0.8606228956	0.3637591967
1226	0.8606565657	0.3637187462
1227	0.8605892256	0.3635892653
1228	0.8606902357	0.3635080788
1229	0.8606902357	0.3634713899
1230	0.8607744108	0.3633739527
1231	0.8608585859	0.3632916433
1232	0.8609427609	0.3632089791
1233	0.8608585859	0.3631288683
1234	0.8609090909	0.3630448703
1235	0.861010101	0.3629390964
1236	0.8610606061	0.3628362842
1237	0.861010101	0.3627803713
1238	0.8610774411	0.3626931897
1239	0.8611447811	0.3626384569
1240	0.8611616162	0.3625822769
1241	0.8612457912	0.3625121651
1242	0.8612794613	0.3624735248
1243	0.8613636364	0.3623581344
1244	0.8613468013	0.3622505962
1245	0.8615824916	0.3621176277
1246	0.8616161616	0.3620351634
1247	0.8616835017	0.3618871248
1248	0.8616835017	0.3617885118
1249	0.8616329966	0.3616914632
1250	0.8616666667	0.3615520349
1251	0.8616666667	0.3614448592
1252	0.8617171717	0.3613397245
1253	0.8617003367	0.3612716511
1254	0.8616161616	0.3612398131
1255	0.8616329966	0.3611559379
1256	0.8617508418	0.3610606652
1257	0.8618013468	0.3609962479
1258	0.8618855219	0.3609528119
1259	0.861952862	0.3609027926
1260	0.862020202	0.3608564151
1261	0.861969697	0.3607757443
1262	0.861952862	0.3607164499
1263	0.8620538721	0.3605986119
1264	0.8622727273	0.3604956316
1265	0.8623569024	0.3604464474
1266	0.8623232323	0.3603779487
1267	0.8623063973	0.3603209018
1268	0.8623232323	0.3602262292
1269	0.8623569024	0.3601717819
1270	0.8623232323	0.3600883061
1271	0.8623905724	0.3599756028
1272	0.8625084175	0.3599158461
1273	0.8624747475	0.359823693
1274	0.8624579125	0.3597454586
1275	0.8625420875	0.359700368
1276	0.8625925926	0.3596653421
1277	0.8624747475	0.3596051303
1278	0.8624747475	0.3595743669
1279	0.8624915825	0.3594579224
1280	0.8625589226	0.3594025631
1281	0.8626262626	0.3593497695
1282	0.8626767677	0.3592435855
1283	0.8627609428	0.3591609933
1284	0.8629461279	0.3590704677
1285	0.8628956229	0.3590453881
1286	0.8629292929	0.3589684371
1287	0.862962963	0.3589254642
1288	0.8631313131	0.3588506954
1289	0.8631144781	0.3587916012
1290	0.8631649832	0.3587259727
1291	0.8630976431	0.3586246933
1292	0.863047138	0.3585219169
1293	0.8630976431	0.3584640195
1294	0.8630639731	0.3583537811
1295	0.8630639731	0.3582987174
1296	0.8630639731	0.3582588621
1297	0.8632154882	0.3581523626
1298	0.8632491582	0.358078711
1299	0.8632659933	0.3580314095
1300	0.8633164983	0.3579213389
1301	0.8633164983	0.3578726526
1302	0.8634175084	0.3577618765
1303	0.8634175084	0.3576543135
1304	0.8634343434	0.3576008972
1305	0.8635353535	0.35751604
1306	0.8635858586	0.3574485645
1307	0.8637037037	0.3574089653
1308	0.8637037037	0.3573719633
1309	0.8637878788	0.3572639372
1310	0.8638383838	0.3572108502
1311	0.8638047138	0.3571640519
1312	0.8639225589	0.3571058229
1313	0.8639057239	0.3570378823
1314	0.863956229	0.3569583905
1315	0.8641245791	0.3569109699
1316	0.8642087542	0.3568264795
1317	0.8641582492	0.356749846
1318	0.8641245791	0.3566872856
1319	0.8641414141	0.3566273875
1320	0.8641919192	0.3565431865
1321	0.8641919192	0.3564723354
1322	0.8642255892	0.356379217
1323	0.8642760943	0.3562788804
1324	0.8642760943	0.3562310404
1325	0.8642929293	0.3561374615
1326	0.8642255892	0.3560375919
1327	0.8642929293	0.3559516078
1328	0.8643602694	0.355898115
1329	0.8644781145	0.3558316461
1330	0.8645286195	0.3557542224
1331	0.8644781145	0.3556292719
1332	0.8646296296	0.3555392661
1333	0.8645959596	0.3554311756
1334	0.8646127946	0.355338271
1335	0.8646127946	0.3552545647
1336	0.8645622896	0.3552266482
1337	0.8646632997	0.3552028336
1338	0.8647138047	0.355112193
1339	0.8647474747	0.3549976269
1340	0.8647979798	0.3549076957
1341	0.8648484848	0.3548136188
1342	0.8648653199	0.3546934925
1343	0.8648653199	0.3545963032
1344	0.8648484848	0.3545222642
1345	0.8648653199	0.354411926
1346	0.8648653199	0.3543577365
1347	0.864983165	0.3542821208
1348	0.8650841751	0.3542110798
1349	0.8652525253	0.3541319496
1350	0.8652188552	0.3540180409
1351	0.8651683502	0.3539888759
1352	0.8651683502	0.3539305283
1353	0.8651515152	0.3539031171
1354	0.8652693603	0.353841936
1355	0.8653030303	0.3537556773
1356	0.8653030303	0.3537073406
1357	0.8653367003	0.3536666494
1358	0.8654377104	0.3535778454
1359	0.8654713805	0.3535031875
1360	0.8654208754	0.3534518138
1361	0.8654040404	0.3533384839
1362	0.8653198653	0.3532683897
1363	0.8654040404	0.3532247944
1364	0.8654545455	0.3530937907
1365	0.8654377104	0.3530525903
1366	0.8654377104	0.3530299754
1367	0.8655050505	0.352899797
1368	0.8655555556	0.3528673375
1369	0.8656060606	0.352766008
1370	0.8657070707	0.3526352593
1371	0.8657407407	0.3525724149
1372	0.8658080808	0.3524766459
1373	0.8657575758	0.3524250958
1374	0.8657407407	0.3523834817
1375	0.8657575758	0.3523229486
1376	0.8658754209	0.3522079851
1377	0.8659427609	0.3521585432
1378	0.866026936	0.3520814002
1379	0.8660606061	0.3520216771
1380	0.8661111111	0.3519070372
1381	0.8660774411	0.3518551641
1382	0.8661279461	0.3517370592
1383	0.8662962963	0.3516109866
1384	0.8663468013	0.3515456201
1385	0.8663636364	0.3514777309
1386	0.8663973064	0.3513664716
1387	0.8664141414	0.3512760412
1388	0.8664814815	0.351184438
1389	0.8663973064	0.3511125707
1390	0.8664141414	0.3510643789
1391	0.8665488215	0.3509469324
1392	0.8665488215	0.3508990327
1393	0.8665993266	0.3508708772
1394	0.8667508418	0.3507180158
1395	0.8667845118	0.3507005804
1396	0.8668350168	0.3506515107
1397	0.8667845118	0.3505949544
1398	0.8668350168	0.3505193565
1399	0.8669191919	0.350407093
1400	0.8669360269	0.3503648775
1401	0.8670538721	0.3503207751
1402	0.8670707071	0.3502242676
1403	0.8670538721	0.3502027726
1404	0.8670707071	0.350169371
1405	0.8670707071	0.3501223828
1406	0.8671043771	0.3500402998
1407	0.8673232323	0.3500068747
1408	0.8672390572	0.3499274815
1409	0.8671548822	0.3498152558
1410	0.8671717172	0.3497860724
1411	0.8672390572	0.3497090813
1412	0.8673232323	0.3496204566
1413	0.8674074074	0.3495467361
1414	0.8674915825	0.3494936772
1415	0.8674579125	0.3494802658
1416	0.8676430976	0.3494224073
1417	0.8676262626	0.3493787338
1418	0.8676767677	0.3492864178
1419	0.8675925926	0.3491949255
1420	0.8675589226	0.3491526841
1421	0.8675252525	0.3490775348
1422	0.8676094276	0.3490185776
1423	0.8677104377	0.3489430431
1424	0.8677441077	0.3488579257
1425	0.8676599327	0.3487540003
1426	0.8676430976	0.3487197269
1427	0.8676936027	0.3486521425
1428	0.8677104377	0.3486194489
1429	0.8677946128	0.3485727304
1430	0.8676262626	0.3484909163
1431	0.8676767677	0.3484425295
1432	0.8677441077	0.348387092
1433	0.8678956229	0.3483325095
1434	0.8680976431	0.3482090535
1435	0.8681144781	0.3481365617
1436	0.8682323232	0.3480436049
1437	0.8683164983	0.3479652547
1438	0.8684511785	0.347904731
1439	0.8684343434	0.3478354036
1440	0.8685353535	0.3477358154
1441	0.8685353535	0.3476503479
1442	0.8686531987	0.3475513325
1443	0.8686363636	0.3475169252
1444	0.8687542088	0.3474258625
1445	0.8687878788	0.3473991188
1446	0.8689057239	0.3473541657
1447	0.8688215488	0.34727556
1448	0.868956229	0.3471541741
1449	0.8690572391	0.3470865545
1450	0.8691245791	0.347001274
1451	0.8691750842	0.3469130196
1452	0.8691750842	0.346842068
1453	0.869040404	0.3467540509
1454	0.869040404	0.3466748368
1455	0.8691077441	0.3465851126
1456	0.8691077441	0.3465042032
1457	0.8692087542	0.3463869171
1458	0.8691750842	0.3463473065
1459	0.8692087542	0.3462939702
1460	0.8691582492	0.3462285611
1461	0.8693097643	0.3461571422
1462	0.8692929293	0.3461154859
1463	0.8694107744	0.3460533368
1464	0.8695959596	0.3459556652
1465	0.8696296296	0.3458862003
1466	0.8696127946	0.3458241567
1467	0.8695622896	0.3457641721
1468	0.8697979798	0.3456333612
1469	0.8697811448	0.3455900524
1470	0.8698316498	0.345518093
1471	0.8698484848	0.3454664798
1472	0.8698653199	0.3453979539
1473	0.8698821549	0.3453511063
1474	0.8698821549	0.3453088321
1475	0.86996633	0.3452286334
1476	0.8698989899	0.345126859
1477	0.87003367	0.3449916745
1478	0.8700505051	0.3449265915
1479	0.8701010101	0.3448443371
1480	0.8702188552	0.3447714703
1481	0.8701851852	0.3447374846
1482	0.8701683502	0.3447126699
1483	0.8702693603	0.3446564946
1484	0.8702188552	0.3445948685
1485	0.8702525253	0.3444541972
1486	0.8702525253	0.3444235391
1487	0.8702356902	0.3444009914
1488	0.8702020202	0.3443098449
1489	0.8702693603	0.3442622227
1490	0.8702693603	0.3442162291
1491	0.8702356902	0.344102227
1492	0.8703703704	0.3439724497
1493	0.8704882155	0.3439160144
1494	0.8705723906	0.3438615369
1495	0.8704882155	0.3437994144
1496	0.8705050505	0.3437291473
1497	0.8706565657	0.3436815104
1498	0.8706060606	0.3435857608
1499	0.8706228956	0.3435410017
1500	0.8706060606	0.3434678439
1501	0.8705050505	0.3434029879
1502	0.8705218855	0.3433327264
1503	0.8705892256	0.3432211689
1504	0.8707239057	0.3431332637
1505	0.8707575758	0.3430461898
1506	0.8708417508	0.3429620883
1507	0.8708754209	0.3429041849
1508	0.8709090909	0.3428138523
1509	0.8709427609	0.3427532046
1510	0.871010101	0.3426264174
1511	0.8710774411	0.3425919086
1512	0.8711784512	0.342520256
1513	0.8711952862	0.3424496344
1514	0.8711952862	0.3423693157
1515	0.8711784512	0.3423261949
1516	0.8711447811	0.3422713126
1517	0.8711952862	0.3422008846
1518	0.8714309764	0.3421068739
1519	0.8714983165	0.3420069616
1520	0.8714646465	0.3419431253
1521	0.8713468013	0.3419085963
1522	0.8714646465	0.341880692
1523	0.8714983165	0.3417985115
1524	0.8716498316	0.3417289406
1525	0.8717171717	0.3416665648
1526	0.8717676768	0.3416390783
1527	0.8719023569	0.341542651
1528	0.8719023569	0.3414738114
1529	0.8719191919	0.3413920744
1530	0.872003367	0.3413466762
1531	0.872037037	0.341273118
1532	0.871986532	0.3412284727
1533	0.871969697	0.3411561355
1534	0.8719191919	0.3410609638
1535	0.872020202	0.3410003031
1536	0.872037037	0.3409084576
1537	0.8721212121	0.3407805372
1538	0.8721043771	0.3406499015
1539	0.8721548822	0.3405935461
1540	0.8721548822	0.3405344507
1541	0.8722390572	0.3404978693
1542	0.8722558923	0.3403985467
1543	0.8723232323	0.3403052603
1544	0.8723232323	0.3402820904
1545	0.8723232323	0.340216935
1546	0.8724579125	0.3401386713
1547	0.8724579125	0.340071255
1548	0.8725084175	0.3400231323
1549	0.8726094276	0.3399329968
1550	0.8726599327	0.3398795905
1551	0.8726767677	0.3397687614
1552	0.8726430976	0.3397057024
1553	0.8726936027	0.3396586394
1554	0.8726430976	0.3395922228
1555	0.8727272727	0.3394806692
1556	0.8727272727	0.3393714176
1557	0.8726599327	0.3393324014
1558	0.8727104377	0.339297428
1559	0.8727946128	0.3391936097
1560	0.8728114478	0.3391335065
1561	0.8728114478	0.3390287741
1562	0.8728956229	0.3389960756
1563	0.8729292929	0.3389367864
1564	0.872979798	0.3388651996
1565	0.872979798	0.3388184265
1566	0.872962963	0.3387424029
1567	0.872979798	0.338721404
1568	0.872962963	0.3386509357
1569	0.872962963	0.338591493
1570	0.873013468	0.3385489096
1571	0.872979798	0.3385209001
1572	0.873047138	0.3384973073
1573	0.872996633	0.3384234352
1574	0.8728956229	0.3382968425
1575	0.873030303	0.3382290659
1576	0.872962963	0.3380945367
1577	0.8731144781	0.3380145862
1578	0.8730808081	0.3379523106
1579	0.872962963	0.337854325
1580	0.873030303	0.3378065906
1581	0.8730976431	0.3377509971
1582	0.8731313131	0.3377058526
1583	0.8731144781	0.3376604262
1584	0.8732996633	0.3375810735
1585	0.8733164983	0.3375016399
1586	0.8733501684	0.3374590137
1587	0.8733670034	0.3374137555
1588	0.8734175084	0.3373335787
1589	0.8734511785	0.3372826127
1590	0.8735016835	0.3372049295
1591	0.8735185185	0.3371396068
1592	0.8735016835	0.3371097577
1593	0.8736026936	0.3370501235
1594	0.8738047138	0.3368910348
1595	0.8737878788	0.3368275138
1596	0.8737542088	0.3367206953
1597	0.8738047138	0.3366626235
1598	0.8737878788	0.3366000546
1599	0.8738552189	0.3365382813
1600	0.8739225589	0.3364626191
1601	0.8738888889	0.3364238098
1602	0.8738888889	0.3363741009
1603	0.8739225589	0.3363547035
1604	0.873989899	0.3362599361
1605	0.8740909091	0.3362050112
1606	0.8741077441	0.3361241534
1607	0.8740909091	0.3360535508
1608	0.8741414141	0.336010295
1609	0.8741077441	0.3358867665
1610	0.8742087542	0.3358296123
1611	0.8741414141	0.3357772562
1612	0.8742087542	0.3357260296
1613	0.8742087542	0.3356799383
1614	0.8742087542	0.3355757311
1615	0.8742087542	0.3355534856
1616	0.8741750842	0.3355234663
1617	0.8743097643	0.3354530341
1618	0.8743939394	0.3353975584
1619	0.8743265993	0.3353426203
1620	0.8743434343	0.3352546419
1621	0.8743939394	0.3351988475
1622	0.8742929293	0.3351003779
1623	0.8743265993	0.3350361682
1624	0.8744276094	0.3349522866
1625	0.8744781145	0.3348812179
1626	0.8745454545	0.3348334392
1627	0.8745117845	0.3347764672
1628	0.8745622896	0.3347222498
1629	0.8745622896	0.3346560508
1630	0.8746632997	0.3346251395
1631	0.8747811448	0.3345801888
1632	0.8746969697	0.3345507996
1633	0.8747643098	0.3344947372
1634	0.8747643098	0.3344459639
1635	0.8748316498	0.3343880111
1636	0.8748821549	0.3343349004
1637	0.8749494949	0.3342590116
1638	0.8750505051	0.3341939708
1639	0.8750505051	0.3341457439
1640	0.875016835	0.3340668219
1641	0.8751178451	0.3340081408
1642	0.8751178451	0.333957219
1643	0.8751683502	0.3339130253
1644	0.8751346801	0.3338717935
1645	0.8751010101	0.3338233163
1646	0.875016835	0.3337454523
1647	0.875016835	0.3336933143
1648	0.8750841751	0.3335709269
1649	0.875016835	0.3335133954
1650	0.8751683502	0.3334379088
1651	0.8751683502	0.3333783104
1652	0.8751346801	0.3333194489
1653	0.8751010101	0.3332758278
1654	0.8750841751	0.3332086903
1655	0.8752356902	0.3331496932
1656	0.8752356902	0.3330521919
1657	0.8752693603	0.3330114306
1658	0.8752525253	0.3329745125
1659	0.8754208754	0.33291587
1660	0.8753367003	0.3328697648
1661	0.8754713805	0.3327843204
1662	0.8755050505	0.3327384265
1663	0.8755555556	0.3326527057
1664	0.8756565657	0.3326010488
1665	0.8756734007	0.3325065352
1666	0.8757744108	0.332417146
1667	0.8758080808	0.3323569965
1668	0.8759259259	0.3323081643
1669	0.876043771	0.332241356
1670	0.8761952862	0.3321672725
1671	0.8762121212	0.3320849061
1672	0.8761784512	0.3320431001
1673	0.8762121212	0.3319963479
1674	0.8761447811	0.3319115804
1675	0.8761952862	0.3318657166
1676	0.8761279461	0.3317508387
1677	0.876043771	0.3316358862
1678	0.8761952862	0.3315472245
1679	0.8762794613	0.3314664344
1680	0.8762962963	0.3314260668
1681	0.8763131313	0.3313620763
1682	0.8764141414	0.331276645
1683	0.8764309764	0.3311825699
1684	0.8763804714	0.3310908454
1685	0.8764478114	0.331032884
1686	0.8764478114	0.3309995016
1687	0.8764983165	0.3308896815
1688	0.8764478114	0.3307910329
1689	0.8765319865	0.3307285917
1690	0.8765319865	0.3306837881
1691	0.8766161616	0.3306101151
1692	0.8766498316	0.330580333
1693	0.8765993266	0.3305342205
1694	0.8766329966	0.3304701244
1695	0.8766835017	0.3304182921
1696	0.8766329966	0.3303599335
1697	0.8767003367	0.3302712349
1698	0.8767003367	0.3302331075
1699	0.8769191919	0.3301356437
1700	0.876986532	0.3300180731
1701	0.877037037	0.32996067
1702	0.876986532	0.3298848437
1703	0.877037037	0.3297722191
1704	0.8770538721	0.329724253
1705	0.8770707071	0.329674054
1706	0.8772222222	0.3295823366
1707	0.8772390572	0.3295358394
1708	0.8772727273	0.3294867805
1709	0.8772053872	0.3294610654
1710	0.8771717172	0.3294237329
1711	0.8773232323	0.3293709454
1712	0.8772895623	0.3293193167
1713	0.8773737374	0.3292292138
1714	0.8773737374	0.3291863823
1715	0.8774747475	0.3290861709
1716	0.8773737374	0.3290245831
1717	0.8774074074	0.3289633567
1718	0.8774915825	0.3288703051
1719	0.8775420875	0.3288342983
1720	0.8775589226	0.3288020128
